Date,Close/Last,Volume,Open,High,Low
07/26/2021,137.13,21494410,136.02,137.57,135.04
07/23/2021,136.56,25974610,133.7,137.11,132.295
07/22/2021,132.17,23739350,129.85,132.2,129.8351
07/21/2021,129.45,20440840,126.31,129.59,126
07/20/2021,126.56,30386170,123.44,128.3,121.55
07/19/2021,122.52,50571600,121.81,123,119.67
07/16/2021,125.53,31850720,129.655,130.71,125.17
07/15/2021,128.69,34298240,131.41,131.58,126.46
07/14/2021,131.41,34010670,133.36,134.08,130.55
07/13/2021,130.7,29862500,130.38,134.0675,129.81
07/12/2021,130.77,21781550,130.8,131.2889,129.0584
07/09/2021,129.15,23218880,126.28,129.8,125.63
07/08/2021,127,38131070,123.685,127.86,122.24
07/07/2021,129.24,28818870,130.9,131.22,127.1
07/06/2021,128.42,27399890,127.45,128.76,124.5
07/02/2021,126.72,23375500,124.64,127.15,124.38
07/01/2021,122.56,20958740,122.08,123.1399,120.65
06/30/2021,122.5,20136650,122.89,123.3,121.85
06/29/2021,123.04,18639970,121.56,123.076,120.67
06/28/2021,121.67,22196930,118.77,121.88,118.74
06/25/2021,117.51,21748280,118.49,118.75,116.8499
06/24/2021,117.88,23418120,117.74,119.49,117.19
06/23/2021,115.75,23499230,115.57,116.96,114.925
06/22/2021,115.55,25894680,112.31,116.05,111.97
06/21/2021,112.41,26927140,110.63,112.8,108.39
06/18/2021,110.39,35723630,111.41,112.578,109.68
06/17/2021,113.09,36080890,107.96,114.08,107.93
06/16/2021,109.02,39444500,110.62,111.6701,105.52
06/15/2021,110.2,22527040,112.02,112.34,109.46
06/14/2021,112.28,22705790,109.64,112.37,108.5
06/11/2021,109.22,17084680,108.42,109.24,107.76
06/10/2021,108.36,29301720,105.43,108.5,105
06/09/2021,105.14,19450910,106.36,107.12,104.93
06/08/2021,105.02,23236120,106.58,107.42,103.425
06/07/2021,104.9,15548270,103.43,104.965,102.8141
06/04/2021,103.98,22793800,100.63,104.3899,100.53
06/03/2021,98.91,30258030,99.49,100.67,97.375
06/02/2021,102.12,20794660,101.95,102.97,100.53
06/01/2021,101.59,25965880,103.85,104.3,100.285
05/28/2021,102.59,20464280,102.78,104.095,102.3
05/27/2021,101.6,20804210,102.37,103.16,101.44
05/26/2021,102.8,19508730,102.36,103.2386,101.72
05/25/2021,101.77,26682210,102.748,103.44,100.63
05/24/2021,101.28,23045420,98.55,102.34,98.22
05/21/2021,96.45,32033320,99.54,99.932,96.11
05/20/2021,98.07,34806610,94.07,98.86,93.83
05/19/2021,92.71,47972430,87.65,92.99,87.33
05/18/2021,92.37,32920990,95.21,96.28,92.19
05/17/2021,94.35,34506060,94.51,95.1599,91.73
05/14/2021,95.97,36065840,92.88,96.89,92.42
05/13/2021,90.11,52150510,90.6,92.6701,88.0704
05/12/2021,88.25,59039510,91.02,93.15,87.32
05/11/2021,95.52,57201720,90.59,96.24,90
05/10/2021,96,46053740,102.49,102.66,95.76
05/07/2021,103.8,39676690,103.97,106.075,102.771
05/06/2021,101.32,42415820,98.87,101.4801,96.79
05/05/2021,99.15,34107290,102.04,102.85,98.4
05/04/2021,100.32,52808460,103.45,103.69,96.45
05/03/2021,105.9,33555530,108.76,109.49,105.43
04/30/2021,107.66,29610090,107.29,109.8,106.69
04/29/2021,109.72,37031100,111.86,112.23,106.58
04/28/2021,108.63,29737500,109.39,110.4,107.9701
04/27/2021,109.76,29828150,111.47,111.67,108.77
04/26/2021,111.22,24994160,109.31,111.47,108.55
04/23/2021,109.06,26970930,105.72,110.3199,105.72
04/22/2021,105.1,43712060,108.67,109.63,103.94
04/21/2021,109.07,27764290,105,109.23,104.02
04/20/2021,106.38,39570940,108.05,109.32,104.39
04/19/2021,108.76,39792050,110.15,111.37,106.75
04/16/2021,111.81,29371980,111.91,111.99,109.9
04/15/2021,111.34,30199520,109.37,111.77,109.24
04/14/2021,106.63,40306860,110.79,110.93,105.76
04/13/2021,110.51,28755510,108.38,111,108.12
04/12/2021,106.85,27407990,106.3,107.24,104.98
04/09/2021,107.27,32359550,104.02,107.46,103.32
04/08/2021,105.36,28404830,104.92,105.54,104.1
04/07/2021,102.17,24746760,101.03,102.98,100.1
04/06/2021,101.42,30151710,101.36,103.28,100.71
04/05/2021,101.66,32634930,98.21,102.38,97.9714
04/01/2021,95.9,36271830,94.635,96.03,94.42
03/31/2021,91.26,40492170,88.79,92.6,88.51
03/30/2021,87.34,37087440,86.95,87.79,84.96
03/29/2021,88.6,47647290,88.24,89.54,85.72
03/26/2021,88.65,53765120,84.72,88.97,83.53
03/25/2021,84.9,59968600,83.82,86.18,81.65
03/24/2021,85.36,47620930,91.09,91.12,85.25
03/23/2021,89.9,46945190,92.05,93.2299,89.17
03/22/2021,91.09,35275290,88.29,92.87,88.29
03/19/2021,86.48,48321640,85.25,87.55,83.4
03/18/2021,85.39,57377450,89.61,90.5,84.95
03/17/2021,94.02,49092650,90.12,95.73,88.61
03/16/2021,92.85,42192560,93.34,95.99,91.6
03/15/2021,91.35,31834880,88.81,91.51,87.38
03/12/2021,88.52,41647480,87.17,88.67,85.07
03/11/2021,90.78,39733930,89.02,92.26,88.14
03/10/2021,84.89,50842810,89.26,89.5,84.31
03/09/2021,85.62,43357270,82.467,87.15,81.93
03/08/2021,76.6,58932880,83.28,84.85,76.27
03/05/2021,83.76,84164150,82.29,84.47,75.03
03/04/2021,80.17,108009300,83.97,86.64,76.88
03/03/2021,84.34,57885650,91.37,92.2,84.245
03/02/2021,92.35,37923290,97.54,97.685,92.1
03/01/2021,97,33426760,93.36,97.3078,92.19
02/26/2021,89.22,52329590,90.385,93.16,86.25
02/25/2021,87.9,59447970,95.62,98.07,86.45
02/24/2021,98.15,30760460,93.24,98.47,90.9
