Date,Close/Last,Volume,Open,High,Low
07/09/2021,361.01,35184530,358.17,361.5,357.57
07/08/2021,358.77,50890020,355.74,359.65,354.42
07/07/2021,360.95,35265240,362.45,362.76,358.94
07/06/2021,360.19,38842400,359.26,360.48,356.49
07/02/2021,358.64,32727240,356.52,358.97,356.28
07/01/2021,354.57,29289980,354.07,355.09,352.68
06/30/2021,354.43,32723960,354.83,355.23,353.83
06/29/2021,354.99,29426040,353.53,355.0199,352.67
06/28/2021,353.71,39130310,350.78,353.85,350.72
06/25/2021,349.46,28682800,350.47,350.72,348.84
06/24/2021,349.89,32581610,349.73,351.46,349.17
06/23/2021,347.74,27188450,347.51,348.92,346.88
06/22/2021,347.57,28941630,344.15,348.03,343.84
06/21/2021,344.36,32992650,342.43,344.69,340.15
06/18/2021,342.63,55414860,343.63,344.8082,341.86
06/17/2021,345.34,59722700,339.97,346.38,339.92
06/16/2021,341.01,55399540,342.74,343.84,337.45
06/15/2021,342.26,35963780,344.15,344.47,341.52
06/14/2021,344.51,27827720,341.68,344.52,340.46
06/11/2021,341.24,21222830,340.36,341.25,339.69
06/10/2021,340.35,33702070,337.19,340.46,336.73
06/09/2021,336.84,21485320,338.17,338.97,336.651
06/08/2021,336.76,27282820,338.395,339.29,335.03
06/07/2021,336.6,32611850,335.05,336.66,334.34
06/04/2021,335.6,38736550,331.85,336.0582,331.78
06/03/2021,330,37057830,330.55,331.86,328.28
06/02/2021,333.47,22047940,333.25,334.34,331.695
06/01/2021,332.82,31145420,335.3,335.785,331.43
05/28/2021,333.93,29927450,334.12,335.5699,333.6
05/27/2021,332.88,27931750,333.67,334.54,332.67
05/26/2021,334.13,25444930,333.66,334.61,332.95
05/25/2021,332.97,31280310,334.07,334.81,331.755
05/24/2021,332.51,32475770,329.37,333.67,326.9032
05/21/2021,327.01,50330450,330.43,330.86,326.64
05/20/2021,328.83,46466140,324.12,329.71,323.89
05/19/2021,322.59,66319110,316.66,322.9,316.3
05/18/2021,322.22,36528450,325.39,326.65,321.94
05/17/2021,324.41,39187120,324.63,326.3721,321.45
05/14/2021,326.39,44370020,322.6,327.33,322.08
05/13/2021,319.34,69877770,319.92,322.4,316.9
05/12/2021,316.89,91164860,320.23,322.62,316
05/11/2021,325.31,71963610,319.7,326.1299,319.02
05/10/2021,325.76,60700460,332.78,332.96,325.55
05/07/2021,334.2,53324460,334.37,336.65,331.6914
05/06/2021,331.51,46814280,328.76,331.67,326.45
05/05/2021,329.03,46219310,332.25,333.14,328.23
05/04/2021,330.14,65146970,333.56,333.89,326.21
05/03/2021,336.19,29729730,339.23,340,335.73
04/30/2021,337.99,38263420,337.7,340.26,337.05
04/29/2021,340.22,37708880,342.37,342.8,336.9001
04/28/2021,339,33615700,339.81,340.85,338.3301
04/27/2021,340.15,33187180,341.93,342.15,339.17
04/26/2021,341.63,30811970,339.67,341.92,338.9
04/23/2021,339.42,36414920,335.85,340.767,335.85
04/22/2021,335.2,45936140,338.89,339.9,334.01
04/21/2021,339.29,36598080,335.09,339.48,333.97
04/20/2021,336.41,38081820,338.2,339.52,334.3816
04/19/2021,338.88,34533130,340.39,341.58,336.9016
04/16/2021,342.01,40860100,342.15,342.23,340.08
04/15/2021,341.61,36342820,339.47,342.01,336.2153
04/14/2021,336.51,42564340,340.85,340.98,335.67
04/13/2021,340.6,30374030,338.24,341.08,338.02
04/12/2021,336.67,25833010,336.04,337.1,334.73
04/09/2021,337.11,36664890,333.68,337.32,332.92
04/08/2021,335.08,29940800,334.56,335.27,333.7399
04/07/2021,331.62,32046380,330.33,332.48,329.37
04/06/2021,330.82,33537210,330.73,332.83,330.02
04/05/2021,331.05,42172480,327.13,331.84,324.6375
04/01/2021,324.57,55685600,323.07,324.71,322.81
03/31/2021,319.13,55032540,316.16,320.74,315.81
03/30/2021,314.32,44635680,313.89,314.91,311.54
03/29/2021,315.91,54607960,315.45,316.99,312.47
03/26/2021,316,63519630,311.11,316.33,309.67
03/25/2021,311.33,78729010,309.968,312.885,307.3899
03/24/2021,311.87,64803730,318.63,318.67,311.72
03/23/2021,317.22,53455410,319.73,321.09,316.375
03/22/2021,318.61,56194760,315.21,320.74,315.21
03/19/2021,313.14,78446200,311.87,314.73,309.6601
03/18/2021,312.04,82942270,316.87,317.8801,311.57
03/17/2021,321.9,78258730,317.45,323.85,315.68
03/16/2021,320.58,54925900,321.09,324.2,319.1
03/15/2021,318.83,43123180,315.79,319,314.095
03/12/2021,315.46,69315600,313.86,318.2302,311.391
03/11/2021,318.04,53484800,315.77,319.86,314.85
03/10/2021,310.88,76798070,316.16,316.47,310.17
03/09/2021,311.77,80391110,307.47,313.73,306.92
03/08/2021,299.94,88409780,308.12,310.06,299.51
03/05/2021,308.68,121523700,306.795,309.609,297.45
03/04/2021,304.1,139131600,308.78,312.04,300.11
03/03/2021,309.16,86301070,317.27,318.24,309.1
03/02/2021,318.4,48370030,324.25,324.33,318.14
03/01/2021,323.59,49164520,319.27,323.94,317.935
02/26/2021,314.14,104739800,315.85,319.11,310.88
02/25/2021,312.83,110182600,321.39,324.03,311.24
02/24/2021,324.13,58206270,318.74,324.45,315.96
02/23/2021,321.48,97241940,317,323.2,311
02/22/2021,322.44,47256940,326.5,327.8,322.23
02/19/2021,331.02,39157680,333.86,333.99,329.97
02/18/2021,332.47,32236240,330.23,333.8661,328.36
02/17/2021,333.93,31467460,332.47,335.657,330.17
02/16/2021,335.54,27080780,337.27,338.19,334.34
02/12/2021,336.45,20346820,333.71,336.62,332.63
02/11/2021,334.58,22046070,334.33,335,332.12
02/10/2021,332.75,28068700,334.99,335.46,329.5
02/09/2021,333.51,17597480,332.62,334.81,332.61
02/08/2021,333.58,20462810,333.1,333.74,331.41
02/05/2021,331.36,22731960,331.22,332.4025,329.53
02/04/2021,330.24,22350950,327.82,330.33,326.46
02/03/2021,326.38,24824520,329.82,330.195,326.32
02/02/2021,327.68,33930840,325.48,328.87,325.31
02/01/2021,322.42,35646010,318.11,323.54,316.02
01/29/2021,314.56,55259020,319.58,320.7193,312.76
01/28/2021,321.32,42836320,320.67,326.42,320.03
01/27/2021,319.43,55263990,326.26,326.27,317.36
01/26/2021,328.59,25498110,328.85,329.76,327.22
01/25/2021,328.11,39080640,328.91,330.32,321.41
01/22/2021,325.42,21609440,325.29,326.46,324.71
01/21/2021,326.36,25316940,325.15,327.13,323.73
01/20/2021,323.77,30728100,320.14,324.74,316.509
01/19/2021,316.41,24537050,314.25,316.93,313.12
01/15/2021,311.86,35118720,314.13,315.12,310.58
01/14/2021,314.35,23500130,316.5,317.53,313.8616
01/13/2021,316.04,22898420,314.19,316.86,313.57
01/12/2021,313.92,29266760,314.46,315.58,311.2
01/11/2021,314.42,32869100,315.98,317.19,313.75
01/08/2021,319.03,33955850,317.34,319.39,315.0814
01/07/2021,314.98,30394830,310.28,315.84,310.25
01/06/2021,307.54,52809620,307,311.88,305.98
01/05/2021,311.86,29323410,308.29,312.14,308.29
01/04/2021,309.31,45305900,315.11,315.29,305.18
12/31/2020,313.74,21611410,312.87,314.24,311.76
12/30/2020,312.97,18138070,314.16,314.49,312.33
12/29/2020,312.96,25871930,314.05,314.685,312.03
12/28/2020,312.68,22497750,312.25,313.17,310.36
12/24/2020,309.56,16785000,308.47,310.02,308.39
12/23/2020,308.2,21201280,309.81,310.18,308.035
12/22/2020,309.76,26378340,309.85,310.7105,306.845
12/21/2020,308.92,37095480,306.46,309.47,303.6
12/18/2020,310.06,41173390,311.66,311.98,307.61
12/17/2020,311,23730520,310.63,311.24,309.39
12/16/2020,308.98,25461890,307.7,309.785,306.621
12/15/2020,307.29,25790460,306.37,307.29,304.11
12/14/2020,304.04,28804830,303.08,306.05,303.01
12/11/2020,301.85,26760420,300.81,301.98,298.47
12/10/2020,302.52,27519540,299.21,303.68,298.09
12/09/2020,301.31,48839310,308.07,308.36,300.21
12/08/2020,308.29,18341460,306.76,308.6,304.95
12/07/2020,307.25,20850970,305.71,307.63,305.52
12/04/2020,305.52,19332080,304.33,305.67,303.63
12/03/2020,304.28,22828730,304.07,305.88,303.531
12/02/2020,303.85,23620000,302.22,304.195,300.35
12/01/2020,303.46,27642640,301.87,305.14,300.83
11/30/2020,299.62,27836230,299.3,299.97,294.78
11/27/2020,299.01,17163120,298.29,300.17,297.9
11/25/2020,296.28,23326830,295.44,296.94,294.59
11/24/2020,294.47,24516790,291.49,294.98,289.63
11/23/2020,290.39,26875590,291.41,292.75,288.07
11/20/2020,290.38,25907310,292.3,293.065,290.29
11/19/2020,292.38,22718420,289.48,292.7,288.85
11/18/2020,290.11,28069620,291.7,293.37,290.02
11/17/2020,292.27,21843460,293.4,293.74,291.61
11/16/2020,293.2,30168360,290.68,293.51,289.99
11/13/2020,290.93,24880580,290.01,291.57,287.8701
11/12/2020,288.4,34516830,290.72,292.074,287.25
11/11/2020,289.76,36102930,285.92,290.25,283.38
11/10/2020,283.42,69024880,285.26,286.6599,280.62
11/09/2020,288.59,86537070,297.31,299.14,288.12
11/06/2020,294.61,40959760,293.58,295.36,289.83
11/05/2020,294.39,52054190,293.41,295.39,292
11/04/2020,286.91,75728210,283.56,288.77,281.87
11/03/2020,274.65,43604150,271.86,276.82,270.84
11/02/2020,269.98,39987410,271.73,273.52,266.97
10/30/2020,269.38,65935890,274.375,275.24,267.07
10/29/2020,276.39,43246300,273.04,279.49,272.52
10/28/2020,271.64,53413520,278.13,278.6401,271.38
10/27/2020,282.66,30559120,281.42,283.505,280.2
10/26/2020,280.47,38421090,282.32,285.3,276.76
10/23/2020,284.74,24658540,284.79,284.91,281.7818
10/22/2020,284.18,32196160,285.05,285.98,280.82
10/21/2020,284.19,29306140,284.67,287.32,283.69
10/20/2020,284.41,32195360,284.56,287.62,282.95
10/19/2020,283.8,36756750,290.49,291.48,282.79
10/16/2020,288.51,40570700,291.8,293.269,288.15
10/15/2020,290.1,42514180,287.25,290.71,286.54
10/14/2020,292.06,37181230,295.32,296.35,290.26
10/13/2020,294.52,64240030,296.34,297.0496,293.11
10/12/2020,294.53,79370660,290.6,297.46,289.47
10/09/2020,285.71,30201140,283.09,285.79,282.71
10/08/2020,281.41,25443290,282.32,282.47,280.31
10/07/2020,279.92,27539660,277.83,280.74,277.28
10/06/2020,275.16,49704240,279.29,281.19,274.25
10/05/2020,280.16,28184580,276.34,280.49,276.23
10/02/2020,274.31,75497390,276.01,282.2412,273.44
10/01/2020,282.25,50020220,281.79,282.8794,279.84
09/30/2020,277.84,49380800,276.09,281.09,275.8717
09/29/2020,275.95,27178920,276.72,277.71,275.3719
09/28/2020,277.2,58438290,276.615,277.2,271.674
09/25/2020,271.56,55242380,265.82,272.395,264.2999
09/24/2020,265.39,70631700,261.58,268.7,261.22
09/23/2020,264.16,48837270,272.15,272.34,263.2502
09/22/2020,272.48,41128890,270.05,273.08,266.54
09/21/2020,267.51,57168570,262.52,267.65,260.11
09/18/2020,266.87,86251120,271.62,272.09,262.63
09/17/2020,270.32,81570840,267.52,274.3955,266.68
09/16/2020,274.61,42435630,279.77,280.36,274.25
09/15/2020,279.06,41849930,278.9,280.45,275.1332
09/14/2020,275.16,38525190,274.28,277.22,272.96
09/11/2020,270.45,71809010,274.33,275.22,266.9
09/10/2020,272.34,69667460,280.97,282.195,270.56
09/09/2020,277.88,64837870,275.54,280.045,273
09/08/2020,269.95,99568650,272.27,278.22,269.66
09/04/2020,283.58,123959000,285.76,288.93,271.8
09/03/2020,287.41,110083300,298.2,298.62,284.41
09/02/2020,302.76,50836770,303.26,303.5,296.89
09/01/2020,299.92,36395770,297.6,300.04,295.79
08/31/2020,294.88,36321030,293.16,296.745,292.62
08/28/2020,292.53,28021020,292.27,293.18,290.93
08/27/2020,291.05,49482720,293.08,293.851,288.705
08/26/2020,291.96,42216690,287.11,292.22,285.829
08/25/2020,285.86,34866590,282.78,286.06,282.37
08/24/2020,283.63,36418530,285.06,286,281.27
08/21/2020,281.87,34748930,280.07,282.34,279.461
08/20/2020,279.93,27723380,275.3,280.43,274.86
08/19/2020,276.1,31999360,277.93,279.02,275.57
08/18/2020,277.97,23529500,276.41,278.465,274.91
08/17/2020,275.32,24802970,273.91,275.84,272.1978
08/14/2020,272.16,30799490,273.01,273.4,270.72
08/13/2020,272.48,31895720,272.64,274.83,271.51
08/12/2020,271.86,38894270,267.37,272.84,267.37
08/11/2020,265.19,43104320,269.1,270.44,264.63
08/10/2020,270.31,35088370,271.74,271.98,266.67
08/07/2020,271.47,44969360,274.04,274.8818,269.245
08/06/2020,274.64,28048220,270.78,274.98,270.19
08/05/2020,271.05,21685920,270.83,271.52,269.96
08/04/2020,270.38,24911290,268.74,270.48,268.09
08/03/2020,269.38,32081570,268.05,270.15,267.87
07/31/2020,265.79,53756160,265.83,265.95,260.85
07/30/2020,261.13,41774460,257.78,261.71,256.55
07/29/2020,259.77,27556880,258.33,260.66,257.91
07/28/2020,256.81,31302390,259.33,259.85,256.51
07/27/2020,260.12,36445740,257.36,260.52,256.445
07/24/2020,255.56,54054540,254.12,256.93,251.32
07/23/2020,258.01,51363540,264.55,265.24,256.55
07/22/2020,264.93,29865520,264.46,265.89,262.55
07/21/2020,264,43442970,268.41,268.41,263.125
07/20/2020,266.78,40610130,260.12,267.43,258.79
07/17/2020,259.42,35137870,259.71,260.31,257.17
07/16/2020,259.12,47594110,257.97,259.78,255.62
07/15/2020,260.9,54523870,261.68,262.69,257.49
07/14/2020,260.37,72230510,256.07,260.79,252.76
07/13/2020,258.54,64108090,266.87,269.79,257.69
07/10/2020,263.97,32885300,262,264.23,259.26
07/09/2020,262.18,40312910,261.89,262.87,257.63
07/08/2020,259.99,30426270,258,260.02,256.5
07/07/2020,256.61,36578190,258.1,260.88,256.3
07/06/2020,258.39,34589050,255.46,258.928,255.43
07/02/2020,252.19,31956500,252.97,254.27,251.71
07/01/2020,250.49,34689210,247.66,251.52,247.0802
06/30/2020,247.6,38909220,242.77,248.16,242.58
06/29/2020,242.84,34377800,239.98,242.85,237.35
06/26/2020,240.22,52824550,245.75,245.96,239.68
06/25/2020,246.03,36940810,243.91,246.34,241.14
06/24/2020,243.71,46032380,247.99,249.325,242.16
06/23/2020,248.84,32767370,248.39,251.15,247.82
06/22/2020,246.74,24068680,243.77,246.87,243.38
06/19/2020,244.24,49422110,246.74,247,242.45
06/18/2020,244.28,30578650,243.29,244.53,242.49
06/17/2020,243.62,34749270,244.4,245.5,242.73
06/16/2020,242.85,48890100,243.78,244.39,239.1
06/15/2020,238.75,45307370,232.44,239.45,231.47
06/12/2020,235.88,72034790,239.09,240.4,231.74
06/11/2020,234.02,72919440,242.29,243.59,233.96
06/10/2020,246.22,58084410,245,247.815,244.51
06/09/2020,243.3,35046250,240.66,244.18,240.47
06/08/2020,241.55,32937310,239.54,241.68,237.91
06/05/2020,239.69,47365570,236.06,240.297,235.63
06/04/2020,235.03,38716100,236.32,237.79,233.68
06/03/2020,236.69,37228700,236.23,237.47,235.35
06/02/2020,235.63,33383420,234.42,235.69,232.01
06/01/2020,234.06,26140130,232.4,234.45,232
05/29/2020,233.36,50878600,230.43,233.6,228.76
05/28/2020,229.99,43008480,229.05,233.47,229.05
05/27/2020,230.29,55665570,228.51,230.41,223.94
05/26/2020,229.04,33055350,233.44,233.57,228.79
05/22/2020,229.66,28762390,228.46,229.87,227.5
05/21/2020,228.87,43642910,231.49,232.135,228.34
05/20/2020,231.39,37417000,229.48,231.76,229.48
05/19/2020,226.86,36237300,227.66,229.85,226.71
05/18/2020,227.43,42597550,226.28,228.68,225.47
05/15/2020,223.27,55747210,218.77,223.33,218.33
05/14/2020,221.83,51549350,218.12,221.87,215.99
05/13/2020,219.34,65521210,222.65,224.61,216.71
05/12/2020,222.12,41054120,227.48,228.095,222.09
05/11/2020,226.87,35714130,223.5,227.93,223.25
05/08/2020,224.86,31964420,223.55,225,222.48
05/07/2020,221.82,38624840,221.75,222.73,220.42
05/06/2020,219,36455220,219.37,221.04,218.11
05/05/2020,217.66,37783080,217.4,220.14,216.85
05/04/2020,215.22,32841020,211.61,215.45,211.12
05/01/2020,212.74,48794970,214.54,216.67,211.68
04/30/2020,218.91,43359480,220.01,220.04,217.35
04/29/2020,219,48716410,216.21,219.97,215.14
04/28/2020,211.5,46862820,217.27,217.32,211.21
04/27/2020,215.56,36451700,216.18,216.63,214.5
04/24/2020,213.84,34303370,210.94,214.3,209.5
04/23/2020,210.52,43278540,211.8,214.435,210.095
04/22/2020,210.97,40188770,209.14,212.35,208.33
04/21/2020,204.89,72932770,210.63,211.16,203.63
04/20/2020,212.74,38249130,213.27,215.88,212.57
04/17/2020,215.29,62863220,215.96,216.51,212.0801
04/16/2020,213.25,64657360,211.78,214.369,209.69
04/15/2020,209.43,47035950,208.48,211.8338,207.12
04/14/2020,211.86,63959560,207.17,212.5,206.42
04/13/2020,203.03,42853950,199.92,203.42,198.75
04/09/2020,200.86,68323930,202.27,203.22,199.0281
04/08/2020,200.57,45940440,198.0835,201.17,196.1733
04/07/2020,196.4,69904480,202.14,202.66,196
04/06/2020,196.48,64763520,190.38,197.65,189.19
04/03/2020,183.37,47487620,185.5,187.0716,181.29
04/02/2020,186.01,56465350,181.59,190.1,180.97
04/01/2020,182.31,53715380,184.81,187.66,180.86
03/31/2020,190.4,62659270,191.53,195.25,189.2
03/30/2020,192.04,49356940,187.1,192.49,186.3406
03/27/2020,185.3,58844980,186.93,190.5149,184.66
03/26/2020,191.9,79887560,183.87,192.72,183.61
03/25/2020,182.3,88754910,184.42,189.51,179.98
03/24/2020,183.66,94881790,179.91,183.83,177.95
03/23/2020,170.46,124639600,170.92,174.21,164.93
03/20/2020,170.7,118983900,181.74,182.87,170.1
03/19/2020,177.66,120896500,175.69,183.49,171.63
03/18/2020,176.6,114156300,171.605,179.22,166.8
03/17/2020,182.14,121257100,175.47,184.39,169.78
03/16/2020,169.3,92054390,174.15,184.68,169.16
03/13/2020,192.34,134882000,187.07,194.48,178.13
03/12/2020,177.32,137820700,182.09,190.78,176.94
03/11/2020,195.22,89168780,199.35,200.75,192.73
03/10/2020,204.11,100599200,201.11,204.3,193.6802
03/09/2020,193.57,116424000,193.48,201.16,192.11
03/06/2020,208.02,89828390,204.67,209.15,202.91
03/05/2020,211.59,78705460,212.69,216.36,210.1
03/04/2020,218.22,73086210,213.32,218.33,211.37
03/03/2020,209.48,131953500,217.11,219.61,207.62
03/02/2020,216.42,112933900,208.88,216.57,205.94
02/28/2020,205.8,149247100,198.92,207.17,198.17
02/27/2020,205.64,121822600,211.05,216.4235,205.5
02/26/2020,216.48,80400050,216.67,220.28,214.9
02/25/2020,215.37,97742980,223.19,223.9879,214.74
02/24/2020,221.39,84522550,221.84,224.25,220.26
02/21/2020,230.27,66058610,233.64,234.01,229.3211
02/20/2020,234.78,42604020,236.46,236.95,231.88
02/19/2020,236.98,22230460,236.07,237.47,235.85
02/18/2020,234.73,24521240,233.47,235.17,233.25
02/14/2020,234.64,23438530,234.28,234.86,233.5501
02/13/2020,233.97,22773160,232.62,234.93,232.36
02/12/2020,234.27,24471280,233.34,234.38,232.8
02/11/2020,232.01,30197980,233.21,234.02,231.3999
02/10/2020,231.97,21478930,228.43,231.98,228.38
02/07/2020,229.2,25884930,229.16,230.44,228.54
02/06/2020,230.19,22467080,228.77,230.25,227.98
02/05/2020,228.22,38534820,230.22,230.25,226.85
02/04/2020,227.47,30691210,225.39,227.86,224.6523
02/03/2020,222.38,25468310,220.14,222.885,219.99
01/31/2020,219.07,52015830,223.5,223.56,218.285
01/30/2020,222.6,39568090,220.37,222.7,219.6891
01/29/2020,221.81,29063130,222.66,222.93,220.83
01/28/2020,221.45,26731880,219.6,221.96,219.06
01/27/2020,218.1,42264420,217.72,219.2845,217.18
01/24/2020,222.7,37436480,225.62,225.88,221.6701
01/23/2020,224.59,26496110,223.71,224.69,222.7
01/22/2020,223.87,20736400,224.38,225.15,223.59
01/21/2020,223.28,21146260,222.73,223.84,222.66
01/17/2020,223.38,24325170,223.24,223.56,222.1221
01/16/2020,222.28,18804960,221.24,222.32,220.8
01/15/2020,220.17,25742080,220.18,221.2,219.45
01/14/2020,220.08,24573340,220.75,221.21,219.74
01/13/2020,220.95,22846100,219.31,220.98,218.98
01/10/2020,218.43,21914630,219.76,219.87,218.04
01/09/2020,218.99,23641290,218.91,219.41,217.7125
01/08/2020,217.15,26464210,215.47,218.14,215.16
01/07/2020,215.53,23120990,215.64,216.14,214.85
01/06/2020,215.56,21726990,212.49,215.59,212.24
01/03/2020,214.18,27532660,213.29,215.47,213.28
01/02/2020,216.16,31014900,214.4,216.16,213.98
12/31/2019,212.61,18201590,211.62,212.76,211.2
12/30/2019,212.21,21829910,213.51,213.63,211.16
12/27/2019,213.61,18142240,214.55,214.56,213.04
12/26/2019,213.79,17159310,212.26,213.81,212.23
12/24/2019,211.92,7089020,211.97,212.09,211.44
12/23/2019,211.81,23798670,212.03,212.15,211.63
12/20/2019,211.71,27690930,211.81,212.5186,211.27
12/19/2019,210.86,17892060,209.64,210.93,209.62
12/18/2019,209.55,15490830,209.6,210.13,209.33
12/17/2019,209.39,16034650,209.5,209.71,209.04
12/16/2019,209.27,21366180,208.5,209.53,208.48
12/13/2019,207.19,32534390,206.36,207.91,205.96
12/12/2019,206.51,32704630,204.77,207.32,204.491
12/11/2019,204.98,18897760,204.37,205.19,204.04
12/10/2019,203.9,21849710,204.17,204.88,203.44
12/09/2019,204.07,14032180,204.63,205.5937,203.98
12/06/2019,205,16562250,204.25,205.145,204.1501
12/05/2019,202.83,15038790,203.15,203.15,201.84
12/04/2019,202.43,15336750,202.49,202.91,202.14
12/03/2019,201.41,31425400,200.32,201.49,193.785
12/02/2019,203,28121020,205.11,205.18,201.78
11/29/2019,205.1,9854553,205.59,205.83,205
11/27/2019,206.04,17060230,205.13,206.05,204.89
11/26/2019,204.61,14812920,204.32,204.87,204.05
11/25/2019,204.22,17794720,202.67,204.26,202.67
11/22/2019,201.83,17197020,202.17,202.32,200.74
11/21/2019,201.7,17934350,201.94,202.07,201.07
11/20/2019,202.15,36706280,202.85,203.45,200.62
11/19/2019,203.37,16997570,203.84,203.84,202.59
11/18/2019,203.07,18408800,202.61,203.39,201.77
11/15/2019,202.91,18434520,202.61,202.91,202
11/14/2019,201.43,17055690,200.83,201.56,200.22
11/13/2019,201.59,16110340,200.84,201.775,200.71
11/12/2019,201.54,14778280,201.13,202.21,200.82
11/11/2019,200.96,10187220,200.23,201.0363,199.94
11/08/2019,201.23,15272520,200.02,201.25,199.54
11/07/2019,200.43,17832360,200.76,201.72,199.85
11/06/2019,199.76,19725490,199.98,200,198.785
11/05/2019,200.21,15048860,200.35,200.55,199.55
11/04/2019,200.1,19015860,200.19,200.5251,198.8658
11/01/2019,198.87,22131880,197.93,198.88,197.63
10/31/2019,197.08,26801800,197.56,197.65,195.94
10/30/2019,196.99,21764310,196.42,197.32,195.29
10/29/2019,196.04,18569680,197.24,197.535,196.01
10/28/2019,197.57,18842300,196.57,197.83,196.55
10/25/2019,195.64,21507120,193.09,195.74,193.05
10/24/2019,194.09,19264220,193.62,194.21,192.74
10/23/2019,192.22,15198330,191.43,192.2582,191.15
10/22/2019,191.85,22988990,194.06,194.42,191.79
10/21/2019,193.39,15868950,192.65,193.52,192.14
10/18/2019,191.69,27719070,193.26,193.67,190.705
10/17/2019,193.55,19161820,194.18,194.5,192.81
10/16/2019,193.04,20689210,192.88,193.53,192.43
10/15/2019,193.52,23735830,191.65,193.97,191.56
10/14/2019,191.09,15372770,190.82,191.7,190.645
10/11/2019,191.11,41428910,190.8,192.63,190.72
10/10/2019,188.68,26693780,187.25,189.43,187.12
10/09/2019,187.23,20829010,186.96,188.08,186.43
10/08/2019,185.42,33201940,187.01,187.8562,185.27
10/07/2019,188.24,21404580,188.23,189.74,187.91
10/04/2019,188.81,32752670,186.99,189.08,186.88
10/03/2019,186.07,39612320,184.07,186.2065,181.82
10/02/2019,184.05,48931980,186.01,187.204,183.02
10/01/2019,187.27,32665030,189.54,190.5898,186.955
09/30/2019,188.81,26559840,187.75,189.11,187.4
09/27/2019,187.03,40804220,189.7,189.83,185.75
09/26/2019,189.38,27030030,189.87,190,187.98
09/25/2019,190.08,36499190,187.79,190.58,186.21
09/24/2019,187.97,41096610,191.37,191.79,187.151
09/23/2019,190.5,22917560,190.36,191.07,189.72
09/20/2019,190.8,30131530,193.11,193.31,190.16
09/19/2019,192.84,26214870,192.86,194.035,192.47
09/18/2019,192.52,31173060,192.2,192.6,190.11
09/17/2019,192.6,21113680,191.7,192.6,191.29
09/16/2019,191.68,20318990,191.3,192.08,191.11
09/13/2019,192.54,27669800,192.95,193.4,192.29
09/12/2019,193.23,28689880,193.64,194.71,192.97
09/11/2019,192.43,25063620,190.98,192.53,190.56
09/10/2019,190.64,23744690,190.19,190.74,188.91
09/09/2019,191.19,24407580,192.18,192.27,190.215
09/06/2019,191.59,19487820,192.03,192.17,191.17
09/05/2019,191.78,34060990,190.39,192.325,190.34
09/04/2019,188.33,21676340,187.43,188.49,186.9
